"Variables" "Value" "Std.Error" "DF" "t.value" "p.value"
"ParticipantTypePatient:SegID73" 0.00255172289248633 0.0294650408061661 4680 0.0866017090990193 0.930991812147737
"ParticipantTypePatient:SegID74" -0.0194615489650347 0.029465040806166 4680 -0.660496250219415 0.508967931845635
"ParticipantTypePatient:SegID75" -0.0277334928570595 0.0305076260646334 4680 -0.90906754915323 0.363361282361503
"ParticipantTypePatient:SegID76" 0.0182342669944074 0.0294650408061659 4680 0.61884411137797 0.53604917923557
"ParticipantTypePatient:SegID77" 0.0157388414206066 0.0294650408061659 4680 0.534153050190687 0.593261019980188
"ParticipantTypePatient:SegID78" 0.0284141419124189 0.0305092121910954 4680 0.931329912239162 0.351730973102789
"ParticipantTypePatient:SegID79" 0.00650814580407624 0.029465040806166 4680 0.22087686376848 0.825197947871477
"ParticipantTypePatient:SegID80" 0.0288121576684608 0.0305072795124806 4680 0.944435496343542 0.344995903446919
"ParticipantTypePatient:SegID81" 0.0328880498718927 0.0305087744089378 4680 1.0779865959564 0.281095296808903
"ParticipantTypePatient:SegID82" 0.047662631494522 0.0305070961448922 4680 1.56234573320746 0.118274176937421
"ParticipantTypePatient:SegID83" -0.0409337390124111 0.029465040806166 4680 -1.38923069143842 0.164828705746459
"ParticipantTypePatient:SegID84" -0.0679535954483678 0.0305070961448923 4680 -2.22746849210507 0.0259633507254392
"ParticipantTypePatient:SegID85" -0.0246404332099723 0.029465040806166 4680 -0.836259938415424 0.403051380184211
