"Variables" "Value" "Std.Error" "DF" "t.value" "p.value"
"85" "SegID83" -0.179087517674915 0.0164963008318273 4680 -10.8562228284168 3.91312592838526e-27
"86" "SegID84" -0.148528641359068 0.0164963008318273 4680 -9.0037544097464 3.11276936241577e-19
"87" "SegID85" 0.100801146129241 0.0164963008318272 4680 6.11053030354293 1.07357277680092e-09
"88" "ParticipantTypePatient:SegID1" -0.057220145000438 0.0390584206522296 4680 -1.4649887026902 0.142991172916883
"89" "ParticipantTypePatient:SegID2" -0.0282379418408443 0.0362844625476028 4680 -0.778237842266452 0.436468154178421
"90" "ParticipantTypePatient:SegID3" 0.0280363892440524 0.036284462547603 4680 0.772683051520203 0.439748999438734
"91" "ParticipantTypePatient:SegID4" -0.0496793956432963 0.0485846449798501 4680 -1.0225328530012 0.306581623430506
"92" "ParticipantTypePatient:SegID5" -0.00191778448380325 0.0408012553851241 4680 -0.0470030754127842 0.96251278193728
"93" "ParticipantTypePatient:SegID6" -0.0640105217581591 0.0390553732266923 4680 -1.63896837924497 0.101287061177395
"94" "ParticipantTypePatient:SegID7" -0.0360548116230138 0.0390560975071527 4680 -0.923154486093005 0.355974294324785
"95" "ParticipantTypePatient:SegID8" -6.54797786334431e-05 0.0454035159137456 4680 -0.0014421741866387 0.998849373348198
"96" "ParticipantTypePatient:SegID9" -0.0122958414263386 0.0454109501827258 4680 -0.270768204075498 0.786581256717049
"97" "ParticipantTypePatient:SegID10" -0.0710760965206212 0.036284462547603 4680 -1.95885763575452 0.0501887593859642
"98" "ParticipantTypePatient:SegID11" -0.0548837167841487 0.0375706388164138 4680 -1.46081404291085 0.144133611059304
"99" "ParticipantTypePatient:SegID12" -0.0752287022518995 0.0362844625476029 4680 -2.0733034739926 0.0381986330034852
"100" "ParticipantTypePatient:SegID13" -0.0797961392276783 0.036284462547603 4680 -2.19918206375499 0.027913723894407
"101" "ParticipantTypePatient:SegID14" -0.0279109768806759 0.036284462547603 4680 -0.769226686052147 0.441797570053793
"102" "ParticipantTypePatient:SegID15" -0.00789992504506961 0.0362844625476029 4680 -0.217721980440124 0.82765522828722
"103" "ParticipantTypePatient:SegID16" -0.105608751919841 0.036284462547603 4680 -2.9105778205007 0.00362463258269858
"104" "ParticipantTypePatient:SegID17" -0.00623799565807218 0.0362844625476031 4680 -0.17191919681567 0.86350848765779
"105" "ParticipantTypePatient:SegID18" -0.016856057750793 0.0375697233362101 4680 -0.448660683496355 0.653697222754484
"106" "ParticipantTypePatient:SegID19" -0.0265297950553172 0.036284462547603 4680 -0.731161306868243 0.464717235884844
